,ID,Tweet,anger,disgust,fear,joy,love,optimism,pessimism,sadness,trust,neg,pos,label,message_processed,message_length
6072,2017-En-21536,realising you have no conditioner after already shampooing ðð ,1,1,0,0,0,0,1,1,0,4,0,1,realise conditioner already shampoo,68
6073,2017-En-41342,"@Mysteri759 @Ren102e906 @slb42jcb @swoozyqyah Well, I'm too old, and too stubborn about facts &amp; history to be discouraged.",1,0,0,0,0,0,1,1,0,3,0,1,well old stubborn fact history discourage,126
6074,2017-En-41522,Winner #Champion #school #lastyear #gouniversity #university #me #dark #Black #webstagram #blackandwhite,0,0,0,1,0,1,0,0,0,0,2,0,winner champion school lastyear gouniversity university dark black webstagram blackandwhite,104
6075,2017-En-30871,@hesham786 that's the spirit #optimism,0,0,0,1,0,1,0,0,0,0,2,0,spirit optimism,38
6076,2017-En-30300,"Of cheerfulness, or a good temper - the more it is spent, the more of it remains.",0,0,0,1,0,1,0,0,0,0,2,0,cheerfulness good temper spent remain,81
6077,2017-En-31241,@1barkcom Thank you for the #follow. Looking forward to your tweets as they look entertaining!  #socialmedia,0,0,0,1,0,1,0,0,0,0,2,0,thank follow look forward tweet look entertain socialmedia,108
6078,2017-En-22205,@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.,0,0,1,0,0,0,0,0,0,1,0,1,respect someone give second chance movie fan horror diverse,139
6079,2017-En-31012,@Steeeevie_ breezy luvvvv,0,0,0,1,1,0,0,0,0,0,2,0,breezy luvvvv,25
6082,2017-En-40006,Extreme sadness,0,0,0,0,0,0,0,1,0,1,0,1,extreme sadness,15
6083,2017-En-31009,@SQLBek My liver is elated that isn't us,0,0,0,1,0,0,0,0,0,0,1,0,liver elate,40
6084,2017-En-20156,"@ExaltedCaptain reality in the form of endless tragedies. She didn't know how to react at first, being too frightened to repeat another--",1,0,1,0,0,0,0,1,0,3,0,1,reality form endless tragedy know react first frighten repeat another,137
6085,2017-En-30926,For what a beautiful day. ,0,0,0,1,0,1,0,0,0,0,2,0,beautiful day,26
6086,2017-En-21564,@Red9Nick @Audi_Nutz @NickBuck08 @Thompson2Neil @Insaniti_LFC @knoller2 @KemlynRoadStand @godisared don't be shy their great peopleðð»ðð»,0,0,0,1,0,1,0,0,0,0,2,0,shy great people,147
6087,2017-En-30744,.@POTUS Obama describes his temperament as 'steady &amp; on the buoyant side.',0,0,0,1,0,1,0,0,0,0,2,0,obama describe temperament steady buoyant side,78
6088,2017-En-20866,The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution,0,0,0,1,0,1,0,0,0,0,2,0,important characteristic leadership lack fear activism equity revolution,100
6090,2017-En-20388,a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain,0,1,0,0,0,0,0,0,0,1,0,1,vote killary like stick knife toaster makeamericagreatagain,81
6092,2017-En-21942,@JoyOfBearding The Haunting is my favorite horror movie too! Actually one of my favorite movies of all time no matter the genre.,0,0,0,1,1,0,0,0,1,0,3,0,haunt favorite horror movie actually one favorite movie time matter genre,128
6093,2017-En-40877,What a grim night #GetTheFireLit ð¥,1,1,0,0,0,0,1,1,0,4,0,1,grim night getthefirelit,37
6094,2017-En-31360,A warm #smile is the universal language of kindness William Arthur Ward #love #kindness,0,0,0,1,1,1,0,0,0,0,3,0,warm smile universal language kindness william arthur ward love kindness,87
6095,2017-En-11335,Just watching crimewatch what kind of sick fuck touches 6 year olds ð¡ð¡ð¡ð¡ shit like this makes me fume!!!,1,1,0,0,0,0,0,0,0,2,0,1,watch crimewatch kind sick fuck touch year olds shit like make fume,116
6096,2017-En-40019,My heads still in Ibiza but my body is sat at me desk at work #depressing,0,0,0,0,0,0,0,1,0,1,0,1,head still ibiza body sit desk work depress,73
6097,2017-En-41235,@_JESSICAVIDAL_ Just pour it down the sink and let him drink you.,0,1,0,0,0,0,0,0,0,1,0,1,pour sink let drink,65
6098,2017-En-20294,@williamcontrol just preordered The Pale EP... Would have paid for the phone call... But I would have freaked out and not said anything #shy,1,1,1,0,0,0,1,0,0,4,0,1,preordered pale would pay phone call would freak say anything shy,140
6100,2017-En-20932,@GreensACT @ShaneRattenbury @carolinelec what about #publictransport to &amp; from #CanberraAirport. Most cities have. Mr Barr very #coy on.,0,0,0,0,0,0,0,0,0,0,0,0,publictransport canberraairport city barr coy,140
6101,2017-En-20261,Man city's kit is dreadful!,1,1,0,0,0,0,0,1,0,3,0,1,man city kit dreadful,27
6102,2017-En-11073,A black female LEOð was shot 8 times and died in Philadelphia --Where's the #outrage black people? @BarackObama #Sharpton #blm #TheFive,1,1,1,0,0,0,0,0,0,3,0,1,black female leo shot time die philadelphia outrage black people sharpton blm thefive,138
6104,2017-En-10145,How is it suppose to work if you do that? Wtf dude? Thanks for pissing me off. #furious,1,1,0,0,0,0,0,1,0,3,0,1,suppose work wtf dude thanks piss furious,87
6106,2017-En-20043,Gonna get some acupuncture today for all my damn anxiety ðð¤,0,0,1,0,0,0,0,0,0,1,0,1,gon get acupuncture today damn anxiety,65
6107,2017-En-10996,Bored rn leave Kik/Snapchat #kik #kikme #kikmessage #boredaf #bored #snapchatme #snapchat #snap #country #countrygirl,0,1,0,0,0,0,0,0,0,1,0,1,bore leave kik snapchat kik kikme kikmessage boredaf bore snapchatme snapchat snap country countrygirl,117
6108,2017-En-11571,i already gets aggravated too fast like why aggravate me on purpose?,1,1,0,0,0,0,0,0,0,2,0,1,already get aggravate fast like aggravate purpose,68
6109,2017-En-40782,Just put the winter duvet on âï¸âï¸ð¬âï¸ ,0,0,0,1,0,1,0,0,0,0,2,0,put winter duvet,52
6110,2017-En-20720,@Cinestrong something a cyber bully would say,1,1,0,0,0,0,0,0,0,2,0,1,something cyber bully would say,45
6111,2017-En-31563,@JackHoward the Christmas episode genuinely had me in tears of laughter,0,0,0,1,1,1,0,0,0,0,3,0,christmas episode genuinely tear laughter,71
6112,2017-En-21678,I'm a nervous wreck omg,0,0,1,0,0,0,1,1,0,3,0,1,nervous wreck omg,23
6114,2017-En-30235,@saraandgreg @Airbnb Another happy customer.  #secreteyes,0,0,0,1,0,1,0,0,0,0,2,0,another happy customer secreteyes,57
6115,2017-En-41302,@lefluerr Lol yeah I read that but I stayed up and didn't nap tillI collect 3 people who I think they've got me ðð!!,0,0,0,1,0,0,0,0,0,0,1,0,lol yeah read stayed nap tilli collect people think get,122
6116,2017-En-10217,@MannyM83 @DareToReagan oh yeah. I HATE the air raid and I don't like the Oregon/Baylor offense and I'm not a fan of the ole miss one either,1,1,0,0,0,0,0,0,0,2,0,1,yeah hate air raid like oregon baylor offense fan ole miss one either,140
6118,2017-En-10932,@DJ_JeanFranko growl!!!,1,1,0,0,0,0,0,0,0,2,0,1,growl,23
6119,2017-En-30310,@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes,0,0,0,1,0,1,0,0,0,0,2,0,cheer nhlnycsweepstakes,77
6120,2017-En-40475,@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime ,0,0,0,0,0,0,0,0,0,0,0,0,god full shilling seriously need major rethink lab gove lifetime,136
6122,2017-En-11350,"What u do wen ur love cheats on u ? Wen thy don't understand the emotions behind the anger, the constant waiting.. what u do ? @ritujai18874",1,1,1,0,0,0,1,1,0,5,0,1,wen love cheat wen thy understand emotion behind anger constant waiting,140
6123,2017-En-30325,theÂ LordÂ turn his face toward you and give you peace. Numbers 6:26 #truth #trust #promise #calm #justice #great #mighty #protected #delight,0,0,0,1,1,1,0,0,1,0,4,0,lord turn face toward give peace number truth trust promise calm justice great mighty protect delight,141
6124,2017-En-40698,"tones - \n: 1/2 of my favourite chris pine stans. i love tones more than anything, mt sweet summer child i will attack anyone who hurts her",0,0,0,1,1,0,0,0,0,0,2,0,tone favourite chris pine stans love tone anything sweet summer child attack anyone hurt,139
6128,2017-En-41228,@teenageic0n_ you'll be pleased to know my family are blues,0,0,0,1,0,1,0,0,0,0,2,0,please know family blue,59
6129,2017-En-21688,THIS BOOK IS FRICKING INSANE LIKE HOLY CRAP. #panic,1,1,1,0,0,0,0,0,0,3,0,1,book fricking insane like holy crap panic,51
6130,2017-En-10000,How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #angry #mad ##,1,1,0,0,0,0,0,1,0,3,0,1,heck move fridge knock landlord door angry mad,96
6131,2017-En-20782,"Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!",1,0,1,0,0,0,0,0,0,2,0,1,go get new horror movie tattoo tonight artist flake time say do tattooing,135
6133,2017-En-11315,I don't ever know how to change the vibe once it's ruined. Is that considered holding a grudge? ð,1,0,0,0,0,0,0,0,0,1,0,1,ever know change vibe ruin consider hold grudge,100
6136,2017-En-41059,Ffs clan... seriously never been so disheartened,0,0,0,0,0,0,0,1,0,1,0,1,ffs clan seriously never dishearten,48
6138,2017-En-40873,Pro-lifers are condemning #MenForChoice - but I haven't seen any of you criticize the dismal American foster care/adoption system.,1,1,0,0,0,0,1,1,0,4,0,1,pro lifer condemn menforchoice see criticize dismal american foster care adoption system,130
6139,2017-En-21013,@HoustonTexans just trying to go home tonight? A run on 2nd and 20 and a run on 3rd and 20? That's what champs do... #sike #losers ,1,1,0,0,0,0,0,0,0,2,0,1,try home tonight run run champ sike loser,131
6140,2017-En-20490,Most Americans think the media is nothing but Government propaganda BS. #lies #control #BS #RiggedSystem  #garbage #oreillyfactor,1,1,0,0,0,0,1,0,0,3,0,1,american think medium nothing government propaganda lie control riggedsystem garbage oreillyfactor,129
6141,2017-En-20756,"@DeionSandersJr @DeionSanders so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful",1,1,0,0,0,0,0,1,0,3,0,1,bad slash price send refugee camp like team gear lose championship awful,135
6142,2017-En-11540,"I either look like a raging bitch, or I'm obnoxiously laughing at something not that funny. I don't think there's any middle ground.",1,1,0,0,0,0,0,0,0,2,0,1,either look like rag bitch obnoxiously laugh something funny think middle ground,132
6143,2017-En-10853,@jaaames1993 Literally burst out laughing.,0,0,0,1,0,1,0,0,0,0,2,0,literally burst laugh,42
6144,2017-En-40928,Over 70% of social sharing is dark &amp; over 50% of web traffic comes from #darksocial. @colinzalewski #LIFTSocial,0,0,0,0,0,0,0,0,0,0,0,0,social share dark web traffic come darksocial liftsocial,115
6145,2017-En-41149,My son 11 has 128 friends on Facebook and yet is moping around the house complaining he has no one to talk to. I'm right here son,0,0,0,0,0,0,0,1,0,1,0,1,son friend facebook yet mop around house complain one talk right son,129
6147,2017-En-40198,@RossKemp great programme tonight #sad #upsetting #extremeworld,0,0,0,0,0,0,1,1,0,2,0,1,great programme tonight sad upsetting extremeworld,63
6148,2017-En-40811,SOBRIETYÂ®   trying to make being sober fashionableâ¦.can it be done ? #zeroalcohol #soberoctober #clubsoda #nomorehangovers #sober,0,0,0,1,0,1,0,0,0,0,2,0,sobriety try make sober fashionable do zeroalcohol soberoctober clubsoda nomorehangovers sober,132
6149,2017-En-40851,Remembering those day when u still did'nt know kpop n thinking about how sad your life was without it - Kpop fan,0,0,0,0,0,0,0,1,0,1,0,1,remember day still know kpop think sad life without kpop fan,112
6150,2017-En-30569,Blake lively is flawless,0,0,0,1,0,1,0,0,1,0,3,0,blake lively flawless,24
6151,2017-En-22001,Tremor!!!\n #tremor,0,0,1,0,0,0,0,1,0,2,0,1,tremor tremor,19
6152,2017-En-30941,"@TurtleTitan2003 (She laughed a bit. Of course it was! Aria shook her head, calming her mirth so she could listen to Mikey.) No, actually. +",0,0,0,1,0,1,0,0,0,0,2,0,laughed bit course aria shook head calm mirth could listen mikey actually,140
6153,2017-En-31086,@partydelightsUK it's 5679787. Cannot DM you as we don't follow each other. Not such a  #party #fail #letdown,0,1,0,0,0,0,0,1,0,2,0,1,follow party fail letdown,109
6154,2017-En-21596,American horror story and chill tonight?ð,0,0,1,0,0,0,0,0,0,1,0,1,american horror story chill tonight,44
6155,2017-En-40523,@Fatumoriginal there's no sitcom better! If u can't laugh at Sheldon or Leonard then u are sober for real! No two ways about it,0,0,0,1,0,1,0,0,0,0,2,0,sitcom well laugh sheldon leonard sober real two way,127
6156,2017-En-40455,@alisontis otherwise you're committing a crime against your soul only sober ppl know what is good or bad for themselves,0,0,0,0,0,1,0,0,0,0,1,0,otherwise commit crime soul sober ppl know good bad,119
6157,2017-En-40651,"When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy",0,0,0,1,0,1,0,0,0,0,2,0,tear inappropriate day holy lord grieve joy lord strength nehemiah niv joy,139
6159,2017-En-10059,@JrDingy96 Ikr people still got a grudge against him for no reason like wtf?!,1,1,0,0,0,0,0,1,0,3,0,1,ikr people still get grudge reason like wtf,77
6160,2017-En-31052,"Every time I hear @jtkantor's organ kick in on the new @sayswhopodcast, I break into the goofiest smile.",0,0,0,1,1,0,0,0,0,0,2,0,every time hear organ kick new break goofy smile,104
6161,2017-En-10388,Imagine the twitter fume if Corbyn loses the election and then Smith leads Labour to a worse result than suggested under Corbyn.. Imagine??,1,0,0,0,0,0,0,0,0,1,0,1,imagine twitter fume corbyn lose election smith lead labour bad result suggest corbyn imagine,139
6162,2017-En-21656,@BurmanAJ @AMANDAZUCKERMAN I'd rather see KYLE from bbcan play again and THAT is saying something ,0,0,0,0,0,0,0,0,0,0,0,0,rather see kyle bbcan play say something,98
6163,2017-En-41319,@NikhilTikare i like cold gloomy weather,0,0,0,1,1,0,0,0,1,0,3,0,like cold gloomy weather,40
6164,2017-En-31454,Boys of Fall makes me miss cheering on Friday nights much sooooo bad #bulldogslwaysð¾,0,0,0,0,0,0,0,1,0,1,0,1,boy fall make miss cheer friday night much sooooo bad bulldogslways,87
6165,2017-En-21380,"#Determine to #start putting the Word in your #heart #consistently. Every day a #line here, a line there--a tape here, a #tape there ð¨",0,0,0,1,0,1,0,0,0,0,2,0,determine start put word heart consistently every day line line tape tape,137
6166,2017-En-40683,"âDo not fret if you are not cool! Humans who follow me, become instantly cool!â #Bot",0,0,0,1,0,0,0,0,0,0,1,0,fret cool human follow become instantly cool bot,88
6167,2017-En-41203,My encouragement today is my dog while my head is in a fog. #epicfail  #feelingfedup #tired #ihaveheardeverything #wondering,0,0,0,1,0,1,0,0,0,0,2,0,encouragement today dog head fog epicfail feelingfedup tire ihaveheardeverything wonder,124
6168,2017-En-40481,"Like keep grinding boy your life can change in one year, and even when it's dark out the sun is shining somewhere...'",0,0,0,0,0,1,0,0,0,0,1,0,like keep grind boy life change one year even dark sun shin somewhere,117
6170,2017-En-30381,"The return of Matt Damon, and of director Paul Greengrass, brings back all the exhilarating if rather po-faced entertainment to a movie",0,0,0,1,0,1,0,0,0,0,2,0,return matt damon director paul greengrass bring back exhilarate rather face entertainment movie,135
6171,2017-En-11487,"Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of #anger.",1,1,0,0,0,0,0,1,0,3,0,1,anger willing take people world general police worst indefensible kind anger,139
6172,2017-En-11207,"#CharlotteRiots #passion? or #anger act of violence.\nIf mourning for those who have past away, #stayhome  #whyout",1,1,1,0,0,0,0,1,0,4,0,1,charlotteriots passion anger act violence nif mourn past away stayhome whyout,114
